source_id,author,title,source_type,collection,verdict,edition,known_url,passages,words,in_ingestion_log,note
jw-letter-1772-47-to-his-brother-charles,john-wesley,47 To His Brother Charles,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,298,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1774-66-to-mary-bishop,john-wesley,66 To Mary Bishop,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,298,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1781b-03-to-ann-loxdale,john-wesley,B 03 To Ann Loxdale,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,298,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1745-04-to-lord-grange-james-erskine,john-wesley,04 To Lord Grange James Erskine,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,297,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1747-02-to-howell-harris,john-wesley,02 To Howell Harris,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,297,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1767-23-to-ann-foard,john-wesley,23 To Ann Foard,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,297,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1773-61-to-certain-proprietors-of-east-india-stock,john-wesley,61 To Certain Proprietors Of East India Stock,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,297,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1790b-24-to-his-niece-sarah-wesley,john-wesley,B 24 To His Niece Sarah Wesley,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,297,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1772-08-to-mary-stokes,john-wesley,08 To Mary Stokes,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,296,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1777-10-to-mrs-johnston-annandale-lisleen,john-wesley,10 To Mrs Johnston Annandale Lisleen,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,296,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1780b-07-to-mrs-crosby,john-wesley,B 07 To Mrs Crosby,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,296,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1782a-11-to-elizabeth-ritchie,john-wesley,A 11 To Elizabeth Ritchie,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,296,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1784b-20-to-alexander-surer,john-wesley,B 20 To Alexander Surer,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,296,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1769-59-to-walter-sellon,john-wesley,59 To Walter Sellon,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,295,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1772-32-to-mary-stokes,john-wesley,32 To Mary Stokes,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,295,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1778-20-to-mrs-johnston-annandale-lisleen,john-wesley,20 To Mrs Johnston Annandale Lisleen,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,295,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1763-15-to-mrs-maitland,john-wesley,15 To Mrs Maitland,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,294,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1767-41-to-miss-g-wood,john-wesley,41 To Miss G Wood,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,294,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1776-07-to-mary-bishop,john-wesley,07 To Mary Bishop,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,294,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1782b-48-to-mr------,john-wesley,B 48 To Mr      ,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,294,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1771-31-to-mrs-bennis,john-wesley,31 To Mrs Bennis,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,293,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1774-17-to-mrs-bennis,john-wesley,17 To Mrs Bennis,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,293,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1778-31-to-mary-bishop,john-wesley,31 To Mary Bishop,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,293,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1781b-11-to-his-niece-sarah-wesley,john-wesley,B 11 To His Niece Sarah Wesley,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,293,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1786a-42-to-kitty-warren,john-wesley,A 42 To Kitty Warren,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,293,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1786b-39-to-mary-cooke,john-wesley,B 39 To Mary Cooke,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,293,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1790b-09-to-sarah-mallet,john-wesley,B 09 To Sarah Mallet,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,293,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1773-81-to-ann-bolton,john-wesley,81 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,292,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1781a-01-to-ann-bolton,john-wesley,A 01 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,292,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1738-17-to-the-moravians-at-marienborn-and-herrnhut,john-wesley,17 To The Moravians At Marienborn And Herrnhut,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,291,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1756b-17-to-mrs-hall,john-wesley,B 17 To Mrs Hall,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,291,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1771-16-to-mary-stokes,john-wesley,16 To Mary Stokes,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,291,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1757-20-to-mrs-ryan,john-wesley,20 To Mrs Ryan,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,290,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1781a-21-to-hester-ann-roe,john-wesley,A 21 To Hester Ann Roe,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,290,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1784a-23-to-brian-bury-collins,john-wesley,A 23 To Brian Bury Collins,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,290,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1781a-08-to-ann-bolton,john-wesley,A 08 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,289,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1754-02-to-samuel-furly,john-wesley,02 To Samuel Furly,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,288,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1772-68-to-mrs-bennis,john-wesley,68 To Mrs Bennis,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,288,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1785a-42-to-elizabeth-ritchie,john-wesley,A 42 To Elizabeth Ritchie,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,288,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788b-27-to-his-niece-sarah-wesley,john-wesley,B 27 To His Niece Sarah Wesley,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,288,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1750-06-to-james-brewster,john-wesley,06 To James Brewster,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,287,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1774-12-to-his-brother-charles,john-wesley,12 To His Brother Charles,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,287,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1776-14-to-thomas-rutherford,john-wesley,14 To Thomas Rutherford,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,287,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1787-14-to-ann-bolton,john-wesley,14 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,287,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788b-42-to-joseph-cownley,john-wesley,B 42 To Joseph Cownley,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,287,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1763-08-to-samuel-furly,john-wesley,08 To Samuel Furly,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,286,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1763-25-to-lady-frances-gardiner,john-wesley,25 To Lady Frances Gardiner,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,286,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1774-11-to-ann-bolton,john-wesley,11 To Ann Bolton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,286,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1778-09-to-mrs-johnston-annandale-lisleen,john-wesley,09 To Mrs Johnston Annandale Lisleen,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,286,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1785b-06-to-mrs-christian,john-wesley,B 06 To Mrs Christian,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,286,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1762-23-to-samuel-furly-bristol-october-13-1762,john-wesley,23 To Samuel Furly Bristol October 13 1762,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,285,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1770-03-to-mary-bosanquet,john-wesley,03 To Mary Bosanquet,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,285,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1780b-27-to-alexander-knox,john-wesley,B 27 To Alexander Knox,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,285,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1770-15-to-mrs-marston,john-wesley,15 To Mrs Marston,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,284,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1771-80-to-mary-stokes,john-wesley,80 To Mary Stokes,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,284,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
